366
2016	9	20	12.23333333
2016	9	21	12.2
2016	9	22	12.15
2016	9	23	12.11666667
2016	9	24	12.08333333
2016	9	25	12.05
2016	9	26	12
2016	9	27	11.96666667
2016	9	28	11.93333333
2016	9	29	11.9
2016	9	30	11.85
2016	10	1	11.81666667
2016	10	2	11.78333333
2016	10	3	11.75
2016	10	4	11.71666667
2016	10	5	11.66666667
2016	10	6	11.63333333
2016	10	7	11.6
2016	10	8	11.56666667
2016	10	9	11.53333333
2016	10	10	11.48333333
2016	10	11	11.45
2016	10	12	11.41666667
2016	10	13	11.36666667
2016	10	14	11.35
2016	10	15	11.31666667
2016	10	16	11.26666667
2016	10	17	11.23333333
2016	10	18	11.2
2016	10	19	11.16666667
2016	10	20	11.11666667
2016	10	21	11.08333333
2016	10	22	11.05
2016	10	23	11.03333333
2016	10	24	11
2016	10	25	10.95
2016	10	26	10.91666667
2016	10	27	10.88333333
2016	10	28	10.85
2016	10	29	10.81666667
2016	10	30	10.78333333
2016	10	31	10.75
2016	11	1	10.71666667
2016	11	2	10.68333333
2016	11	3	10.65
2016	11	4	10.61666667
2016	11	5	10.58333333
2016	11	6	10.55
2016	11	7	10.51666667
2016	11	8	10.48333333
2016	11	9	10.46666667
2016	11	10	10.43333333
2016	11	11	10.4
2016	11	12	10.36666667
2016	11	13	10.35
2016	11	14	10.31666667
2016	11	15	10.28333333
2016	11	16	10.26666667
2016	11	17	10.23333333
2016	11	18	10.2
2016	11	19	10.18333333
2016	11	20	10.15
2016	11	21	10.13333333
2016	11	22	10.11666667
2016	11	23	10.1
2016	11	24	10.08333333
2016	11	25	10.05
2016	11	26	10.03333333
2016	11	27	10.01666667
2016	11	28	9.983333333
2016	11	29	9.966666667
2016	11	30	9.95
2016	12	1	9.933333333
2016	12	2	9.916666667
2016	12	3	9.9
2016	12	4	9.883333333
2016	12	5	9.866666667
2016	12	6	9.866666667
2016	12	7	9.85
2016	12	8	9.833333333
2016	12	9	9.816666667
2016	12	10	9.8
2016	12	11	9.8
2016	12	12	9.783333333
2016	12	13	9.783333333
2016	12	14	9.783333333
2016	12	15	9.766666667
2016	12	16	9.75
2016	12	17	9.766666667
2016	12	18	9.75
2016	12	19	9.75
2016	12	20	9.75
2016	12	21	9.75
2016	12	22	9.75
2016	12	23	9.75
2016	12	24	9.75
2016	12	25	9.75
2016	12	26	9.75
2016	12	27	9.766666667
2016	12	28	9.766666667
2016	12	29	9.766666667
2016	12	30	9.783333333
2016	12	31	9.8
